.Vol: 256
26.009400  35.868055  28.904271 1.0
28.135984  4.087285  29.590240 1.0
4.446905  13.987840  4.205484 1.0
4.446751  13.991131  4.221361 1.0
14.654721  27.465512  11.335152 1.0
0.728143  21.703387  31.866118 1.0
4.978045  37.829583  9.469263 1.0
0.793641  29.843677  30.996315 1.0
20.179819  23.022314  11.967925 1.0
0.733323  21.701407  31.859441 1.0
7.058388  33.192247  4.111019 1.0
7.116967  37.134541  21.330672 1.0
18.543446  24.934787  26.146117 1.0
36.679795  32.404993  0.055546 1.0
36.674517  32.408581  0.062262 1.0
33.806914  31.219258  13.044909 1.0
11.630442  34.190826  16.649154 1.0
10.666580  10.040372  24.816999 1.0
37.774899  1.947419  16.437492 1.0
22.936955  22.818070  30.959224 1.0
15.617602  36.207293  5.886282 1.0
8.625720  25.187451  36.341848 1.0
28.937272  27.844064  16.261129 1.0
10.858941  19.974552  2.899534 1.0
15.408621  0.756462  30.001264 1.0
20.179687  23.020087  11.972707 1.0
35.001088  17.192238  20.348366 1.0
11.841482  9.528472  37.723867 1.0
19.980201  9.073344  16.610699 1.0
13.790254  3.004066  10.092049 1.0
20.292588  21.392020  37.854982 1.0
19.860284  1.316877  25.928082 1.0
17.634514  3.530639  5.171288 1.0
21.174589  10.907301  29.983334 1.0
7.058370  33.192739  4.111613 1.0
12.077227  1.697297  24.064495 1.0
10.665724  10.045045  24.837443 1.0
17.632586  26.049347  19.762642 1.0
37.801217  2.171865  34.005637 1.0
11.839398  9.527688  37.733213 1.0
5.504657  21.432664  11.546810 1.0
33.502236  22.360732  9.892704 1.0
35.420570  5.814184  9.882455 1.0
13.434856  17.011176  24.763737 1.0
24.472625  14.473482  38.042082 1.0
21.303172  2.860829  16.004169 1.0
21.457584  34.257790  37.643184 1.0
17.636320  3.530632  5.164936 1.0
30.916970  37.158586  30.006166 1.0
16.580462  10.761103  1.534818 1.0
22.935416  22.820110  30.970624 1.0
31.824856  27.381981  34.288374 1.0
19.856989  2.455185  35.584780 1.0
28.933659  27.840901  16.246845 1.0
17.634201  3.532079  5.149190 1.0
16.580237  26.800892  4.789361 1.0
26.391264  10.410580  8.310856 1.0
19.982141  34.153970  34.520827 1.0
37.427551  18.949161  6.935315 1.0
27.715326  22.342463  21.411964 1.0
32.534195  10.269744  2.176230 1.0
12.474330  16.477482  20.738303 1.0
32.532909  10.270005  2.183146 1.0
15.619674  36.205474  5.882924 1.0
18.539588  24.939451  26.152908 1.0
7.110218  37.137477  21.337581 1.0
24.041485  35.726891  13.885316 1.0
6.839782  19.266196  17.224596 1.0
15.622345  36.207774  5.912207 1.0
26.009603  35.872194  28.916306 1.0
7.349624  4.130668  32.652775 1.0
19.987639  9.064859  16.584213 1.0
27.711534  22.337244  21.423608 1.0
10.860945  19.976984  2.887303 1.0
7.056427  33.195524  4.116108 1.0
3.083990  33.860311  16.979910 1.0
31.823985  27.383593  34.293665 1.0
18.541815  24.936790  26.140034 1.0
26.388896  10.410092  8.315970 1.0
33.307782  11.189172  10.100400 1.0
15.407977  0.756041  29.992584 1.0
7.937283  8.419640  19.777975 1.0
35.004683  17.198568  20.334932 1.0
31.823512  27.380137  34.305386 1.0
1.522363  10.380129  12.997197 1.0
34.563377  33.059106  23.896846 1.0
11.066546  15.365027  9.179063 1.0
11.628310  34.193693  16.652571 1.0
13.646602  14.271547  30.700371 1.0
3.250369  12.738143  29.831059 1.0
24.188258  15.085098  9.957689 1.0
33.143532  1.260912  16.791061 1.0
7.059688  33.192926  4.127930 1.0
25.927253  10.710960  23.562443 1.0
4.764079  29.290535  25.008468 1.0
34.824591  27.723642  5.127203 1.0
27.711343  22.337115  21.428357 1.0
14.655206  27.466693  11.327926 1.0
11.076306  15.364979  9.156458 1.0
7.109970  37.136715  21.342841 1.0
16.581517  10.763545  1.537290 1.0
35.418985  5.812474  9.880654 1.0
18.393249  13.466763  13.046197 1.0
19.984270  34.152778  34.534150 1.0
3.253439  12.738393  29.820379 1.0
31.667545  1.712722  21.782071 1.0
24.187597  15.087168  9.961421 1.0
7.057745  33.190397  4.108269 1.0
34.561830  33.059085  23.891369 1.0
21.738403  36.407986  23.478826 1.0
34.347687  20.876668  25.921583 1.0
19.857688  1.314469  25.925045 1.0
7.046504  33.219104  4.098826 1.0
26.007706  35.869030  28.908450 1.0
13.433687  17.011718  24.750883 1.0
23.937738  16.112088  29.961349 1.0
24.190247  15.077552  9.985263 1.0
29.057769  29.649960  7.735729 1.0
7.044780  33.217521  4.092508 1.0
1.933263  4.411358  4.132784 1.0
31.359110  1.734693  10.965854 1.0
7.351717  4.130612  32.649477 1.0
28.519976  19.480022  34.458444 1.0
12.073545  1.694268  24.071479 1.0
37.780433  2.166996  33.975840 1.0
16.584642  10.760381  1.545522 1.0
25.929395  10.713008  23.552761 1.0
11.838956  9.529184  37.726605 1.0
11.607736  20.077795  30.711092 1.0
32.472206  25.194187  20.002751 1.0
19.983677  9.063561  16.590532 1.0
26.465005  11.142534  10.491376 1.0
35.039533  11.450138  24.086985 1.0
10.852606  19.973028  2.874898 1.0
34.348329  20.879889  25.913682 1.0
6.829419  19.266998  17.212679 1.0
1.525043  10.381749  12.993258 1.0
37.424729  18.945637  6.945074 1.0
18.394717  13.468024  13.054695 1.0
21.302895  2.862821  15.998037 1.0
33.313257  11.190094  10.106739 1.0
35.038482  11.455016  24.077503 1.0
37.315042  7.560106  23.943143 1.0
7.935800  8.417042  19.783516 1.0
32.538694  10.272882  2.191583 1.0
13.435898  17.011149  24.761826 1.0
6.839177  19.265702  17.222802 1.0
34.825037  27.726928  5.143565 1.0
37.775624  1.950157  16.444912 1.0
19.984545  9.066287  16.592628 1.0
0.796656  29.847649  30.989978 1.0
25.353120  20.249587  0.508409 1.0
11.066249  15.365952  9.175316 1.0
35.004588  17.197854  20.332130 1.0
23.632103  19.377155  18.112090 1.0
1.930020  4.411564  4.138675 1.0
24.044338  35.725520  13.882220 1.0
19.082327  34.183971  26.789097 1.0
1.671083  9.611603  34.803173 1.0
7.111867  37.135795  21.339994 1.0
29.170644  4.331572  0.328029 1.0
21.465739  34.270537  37.687557 1.0
6.825984  19.269247  17.216939 1.0
25.353728  20.252250  0.520765 1.0
12.107164  29.130640  28.110385 1.0
19.858927  1.316543  25.933708 1.0
8.628850  25.185342  36.338171 1.0
28.139237  4.087916  29.598439 1.0
25.928999  10.712267  23.560322 1.0
33.141744  1.255845  16.799081 1.0
15.617571  36.204852  5.897444 1.0
10.859489  19.973680  2.894419 1.0
22.936740  22.814984  30.956676 1.0
4.762605  29.291392  25.015700 1.0
29.056919  29.647278  7.751269 1.0
5.137605  22.383715  21.710886 1.0
29.055565  29.649256  7.746429 1.0
28.518893  19.480966  34.450546 1.0
37.311661  7.560998  23.950447 1.0
37.967607  24.014584  22.768429 1.0
16.495384  31.426257  14.769182 1.0
4.446894  13.988991  4.224641 1.0
24.047807  35.725481  13.875665 1.0
